Employee_Number,Position,Dept,Dept_Description,Proj_Division,BU,Annual_Leave_Entitlement,Leave_Code,Leave_Type,Leave_Type_Description,From,To,Days,Total_No_of_Leave_Days,Remarks,BU_Entry_Date,Employee_Type
0066056,Asst Project Manager,90086,Civil Management,CVL,15207,AL21,AL-MP,AL,Annual Leave,2021-10-02T00:00:00Z,2021-10-02T00:00:00Z,0.5,NULL,PM,40865,Monthly Paid
0066056,Asst Project Manager,90086,Civil Management,CVL,15207,AL21,AL-MP,AL,Annual Leave,2021-10-03T00:00:00Z,2021-10-03T00:00:00Z,0.5,NULL,PM,40865,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-07-09T00:00:00Z,2021-07-09T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-07-28T00:00:00Z,2021-07-28T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-08-06T00:00:00Z,2021-08-06T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-08-15T00:00:00Z,2021-08-15T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-22T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-08-29T00:00:00Z,2021-08-29T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-09-29T00:00:00Z,2021-09-29T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-10-22T00:00:00Z,2021-10-22T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-27T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-29T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-24T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0066175,Chief Engineer,90773,Electrical & Mechanical Dept,E&M,90773,AL21,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,0.5,NULL,PM,40934,Monthly Paid
0058209,Sr M&E Superintendent,90773,Electrical & Mechanical Dept,E&M,13688,AL21,AL-MP,AL,Annual Leave,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,0.5,NULL,AM,42989,Monthly Paid
0058209,Sr M&E Superintendent,90773,Electrical & Mechanical Dept,E&M,13688,AL21,AL-MP,AL,Annual Leave,2021-12-12T00:00:00Z,2021-12-12T00:00:00Z,0.5,NULL,AM,42989,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,AL-MP,AL,Annual Leave,2021-08-19T00:00:00Z,2021-08-19T00:00:00Z,0.5,NULL,PM,42429,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,AL-MP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-08-25T00:00:00Z,0.5,NULL,AM,42429,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,AL-MP,AL,Annual Leave,2021-08-30T00:00:00Z,2021-08-30T00:00:00Z,0.5,NULL,AM,42429,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,AL-MP,AL,Annual Leave,2021-09-27T00:00:00Z,2021-09-27T00:00:00Z,0.5,NULL,AM,42429,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,AL-MP,AL,Annual Leave,2021-11-04T00:00:00Z,2021-11-04T00:00:00Z,0.5,NULL,AM,42429,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,AL-MP,AL,Annual Leave,2021-11-12T00:00:00Z,2021-11-12T00:00:00Z,0.5,NULL,PM,42429,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,PL-MP,PL,Paternity Leave,2021-08-29T00:00:00Z,2021-08-29T00:00:00Z,0.5,4,AM,42429,Monthly Paid
0058210,Project Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL24,PL-MP,PL,Paternity Leave,2021-09-13T00:00:00Z,2021-09-13T00:00:00Z,0.5,NULL,AM,42429,Monthly Paid
0058943,Sr Safety Officer,90033,Health & Safety,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-09-18T00:00:00Z,2021-09-18T00:00:00Z,0.5,NULL,PM,43313,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-07-18T00:00:00Z,2021-07-18T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-07-25T00:00:00Z,2021-07-25T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0058943,Sr Safety Officer,90033,Health & Safety,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-07-03T00:00:00Z,2021-07-03T00:00:00Z,0.5,NULL,PM,43313,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-09-13T00:00:00Z,2021-09-13T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-10-06T00:00:00Z,2021-10-06T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-13T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-10-18T00:00:00Z,2021-10-18T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-10-25T00:00:00Z,2021-10-25T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-09-20T00:00:00Z,2021-09-20T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-12-16T00:00:00Z,2021-12-16T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059078,Surveyor,90087,Foundations Management,FDN-HF,13660,AL18,AL-MP,AL,Annual Leave,2021-12-22T00:00:00Z,2021-12-22T00:00:00Z,0.5,NULL,PM,42857,Monthly Paid
0059137,Project Manager,90088,Building Management,E&M,13688,AL24,AL-MP,AL,Annual Leave,2021-10-24T00:00:00Z,2021-10-24T00:00:00Z,0.5,NULL,PM,43040,Monthly Paid
0059137,Project Manager,90088,Building Management,E&M,13688,AL24,AL-MP,AL,Annual Leave,2021-11-06T00:00:00Z,2021-11-06T00:00:00Z,0.5,NULL,PM,43040,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-10T00:00:00Z,0.5,NULL,PM,43360,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-09-15T00:00:00Z,2021-09-15T00:00:00Z,0.5,NULL,PM,43360,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-10-09T00:00:00Z,2021-10-09T00:00:00Z,0.5,NULL,PM,43360,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,0.5,NULL,PM,43360,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,OL-MP,SRD,Substitute Rest Day,2021-09-03T00:00:00Z,2021-09-03T00:00:00Z,0.5,NULL,PM,43360,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,OL-MP,SRD,Substitute Rest Day,2021-11-10T00:00:00Z,2021-11-10T00:00:00Z,0.5,NULL,AM,43360,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,OL-MP,SRD,Substitute Rest Day,2021-11-10T00:00:00Z,2021-11-10T00:00:00Z,0.5,NULL,PM,43360,Monthly Paid
0365444,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,OL-MP,SRD,Substitute Rest Day,2021-08-05T00:00:00Z,2021-08-05T00:00:00Z,0.5,NULL,AM,43360,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-07-24T00:00:00Z,2021-07-24T00:00:00Z,0.5,NULL,PM,43284,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-08-13T00:00:00Z,2021-08-13T00:00:00Z,0.5,NULL,PM,43284,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-22T00:00:00Z,0.5,NULL,PM,43284,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-09-13T00:00:00Z,2021-09-13T00:00:00Z,0.5,NULL,AM,43284,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-09-16T00:00:00Z,2021-09-16T00:00:00Z,0.5,NULL,PM,43284,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-09-19T00:00:00Z,2021-09-19T00:00:00Z,0.5,NULL,PM,43284,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-10-03T00:00:00Z,2021-10-03T00:00:00Z,0.5,NULL,PM,43284,Monthly Paid
0365650,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-09-29T00:00:00Z,2021-09-29T00:00:00Z,0.5,NULL,AM,43284,Monthly Paid
0038725,Project Manager,90087,Foundations Management,FDN-GE,13706,AL24,AL-MP,AL,Annual Leave,2021-12-04T00:00:00Z,2021-12-04T00:00:00Z,0.5,NULL,PM,43216,Monthly Paid
0038759,Asst Elect Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-08-19T00:00:00Z,2021-08-19T00:00:00Z,0.5,NULL,PM,41000,Monthly Paid
0038759,Asst Elect Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-10-09T00:00:00Z,2021-10-09T00:00:00Z,0.5,NULL,PM,41000,Monthly Paid
0038780,Sr Administrator,90086,Civil Management,CVL,90058,AL18,AL-MP,AL,Annual Leave,2021-10-28T00:00:00Z,2021-10-28T00:00:00Z,0.5,NULL,PM,39888,Monthly Paid
0038780,Sr Administrator,90086,Civil Management,CVL,90058,AL18,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,0.5,NULL,PM,39888,Monthly Paid
0038796,Site Agent,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-10-11T00:00:00Z,2021-10-11T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
0038796,Site Agent,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-10-25T00:00:00Z,2021-10-25T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
0038796,Site Agent,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-11-22T00:00:00Z,2021-11-22T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
0038796,Site Agent,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-11-29T00:00:00Z,2021-11-29T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
0038796,Site Agent,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-12-19T00:00:00Z,2021-12-19T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
0038796,Site Agent,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-12-26T00:00:00Z,2021-12-26T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
0038810,Production Manager,90087,Foundations Management,FDN-HF,13862,AL24,AL-MP,AL,Annual Leave,2021-08-26T00:00:00Z,2021-08-26T00:00:00Z,0.5,NULL,PM,43049,Monthly Paid
0038810,Production Manager,90087,Foundations Management,FDN-HF,13862,AL24,AL-MP,AL,Annual Leave,2021-10-24T00:00:00Z,2021-10-24T00:00:00Z,0.5,NULL,PM,43049,Monthly Paid
0038810,Production Manager,90087,Foundations Management,FDN-HF,13862,AL24,AL-MP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-29T00:00:00Z,0.5,NULL,PM,43049,Monthly Paid
0038810,Production Manager,90087,Foundations Management,FDN-HF,13862,AL24,AL-MP,AL,Annual Leave,2021-11-05T00:00:00Z,2021-11-05T00:00:00Z,0.5,NULL,PM,43049,Monthly Paid
0038810,Production Manager,90087,Foundations Management,FDN-HF,13862,AL24,AL-MP,AL,Annual Leave,2021-10-08T00:00:00Z,2021-10-08T00:00:00Z,0.5,NULL,PM,43049,Monthly Paid
0038810,Production Manager,90087,Foundations Management,FDN-HF,13862,AL24,AL-MP,AL,Annual Leave,2021-11-19T00:00:00Z,2021-11-19T00:00:00Z,0.5,NULL,PM,43049,Monthly Paid
0038810,Production Manager,90087,Foundations Management,FDN-HF,13862,AL24,AL-MP,AL,Annual Leave,2021-12-02T00:00:00Z,2021-12-02T00:00:00Z,0.5,NULL,PM,43049,Monthly Paid
0039606,Tea Attendant,90046,CSD Central,GSM,90046,AL12,AL-MP,AL,Annual Leave,2021-09-02T00:00:00Z,2021-09-02T00:00:00Z,0.5,NULL,PM,39083,Monthly Paid
0039606,Tea Attendant,90046,CSD Central,GSM,90046,AL12,SL1-MP,SL,Sick Leave,2021-10-02T00:00:00Z,2021-10-02T00:00:00Z,0.5,NULL,PM,39083,Monthly Paid
0039798,Asst Project Manager,90088,Building Management,BDG,90078,AL21,AL-MP,AL,Annual Leave,2021-09-27T00:00:00Z,2021-09-27T00:00:00Z,0.5,NULL,PM,42354,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-07-17T00:00:00Z,2021-07-17T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-07-25T00:00:00Z,2021-07-25T00:00:00Z,0.5,NULL,AM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-07-29T00:00:00Z,2021-07-29T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-08-15T00:00:00Z,2021-08-15T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-08-29T00:00:00Z,2021-08-29T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-09-05T00:00:00Z,2021-09-05T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-09-12T00:00:00Z,2021-09-12T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-09-19T00:00:00Z,2021-09-19T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-10-24T00:00:00Z,2021-10-24T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-11-07T00:00:00Z,2021-11-07T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-11T00:00:00Z,2021-12-11T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0040490,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-25T00:00:00Z,2021-12-25T00:00:00Z,0.5,NULL,PM,41239,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-08-07T00:00:00Z,2021-08-07T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-08-13T00:00:00Z,2021-08-13T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-08-20T00:00:00Z,2021-08-20T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-08-27T00:00:00Z,2021-08-27T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-09-02T00:00:00Z,2021-09-02T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-09-04T00:00:00Z,2021-09-04T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-10T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-09-17T00:00:00Z,2021-09-17T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-09-23T00:00:00Z,2021-09-23T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-10-07T00:00:00Z,2021-10-07T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-10-14T00:00:00Z,2021-10-14T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-10-16T00:00:00Z,2021-10-16T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-10-22T00:00:00Z,2021-10-22T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-10-24T00:00:00Z,2021-10-24T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-11-06T00:00:00Z,2021-11-06T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-11-11T00:00:00Z,2021-11-11T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-11-18T00:00:00Z,2021-11-18T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-11-20T00:00:00Z,2021-11-20T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-11-25T00:00:00Z,2021-11-25T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-11-26T00:00:00Z,2021-11-26T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-12-02T00:00:00Z,2021-12-02T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-12-08T00:00:00Z,2021-12-08T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-12-16T00:00:00Z,2021-12-16T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-12-17T00:00:00Z,2021-12-17T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-23T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,OL-MP,SRD,Substitute Rest Day,2021-10-28T00:00:00Z,2021-10-28T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0041546,Sr Systems Analyst,90023,Integrated Data Technologies,IDT,90023,AL18,OL-MP,SRD,Substitute Rest Day,2021-10-31T00:00:00Z,2021-10-31T00:00:00Z,0.5,NULL,PM,37823,Monthly Paid
0042007,Sr Project Manager,90086,Civil Management,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-07-23T00:00:00Z,2021-07-23T00:00:00Z,0.5,NULL,PM,43227,Monthly Paid
0042007,Sr Project Manager,90086,Civil Management,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-08-26T00:00:00Z,2021-08-26T00:00:00Z,0.5,NULL,PM,43227,Monthly Paid
0042007,Sr Project Manager,90086,Civil Management,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-09-05T00:00:00Z,2021-09-05T00:00:00Z,0.5,NULL,AM,43227,Monthly Paid
0042007,Sr Project Manager,90086,Civil Management,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-12-03T00:00:00Z,2021-12-03T00:00:00Z,0.5,NULL,PM,43227,Monthly Paid
0042007,Sr Project Manager,90086,Civil Management,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-12-29T00:00:00Z,2021-12-29T00:00:00Z,0.5,NULL,PM,43227,Monthly Paid
0042009,Site Administrator,90088,Building Management,BDG,13788,AL12,AL-MP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-10T00:00:00Z,0.5,NULL,AM,42940,Monthly Paid
0042007,Sr Project Manager,90086,Civil Management,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-08-15T00:00:00Z,2021-08-15T00:00:00Z,0.5,NULL,AM,43227,Monthly Paid
0042009,Site Administrator,90088,Building Management,BDG,13788,AL12,AL-MP,AL,Annual Leave,2021-12-08T00:00:00Z,2021-12-08T00:00:00Z,0.5,NULL,AM,42940,Monthly Paid
0042009,Site Administrator,90088,Building Management,BDG,13788,AL12,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,0.5,NULL,AM,42940,Monthly Paid
0410054,Design Team Leader (Facade),92188,Facade - Management,FAC,13768,AL21,AL-MP,AL,Annual Leave,2021-12-19T00:00:00Z,2021-12-19T00:00:00Z,0.5,NULL,AM,43467,Monthly Paid
0038262,Sr Project Manager,90087,Foundations Management,FDN-GE,13823,AL24,AL-MP,AL,Annual Leave,2021-10-04T00:00:00Z,2021-10-04T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
0038262,Sr Project Manager,90087,Foundations Management,FDN-GE,13823,AL24,AL-MP,AL,Annual Leave,2021-10-18T00:00:00Z,2021-10-18T00:00:00Z,0.5,NULL,AM,43040,Monthly Paid
